monat,produkt,kostenstelle,plan_menge,ist_menge,plan_preis,ist_preis,variable_stueckkosten,fixkosten_produkt
2025-08,Webcam HD,Vertrieb Sued,140,139.0,55.0,56.73,22.0,1100
2025-07,Schreibtisch Elektrisch,Vertrieb West,18,19.0,650.0,609.0,380.0,8000
2026-07,Schreibtischlampe LED,Vertrieb Sued,180,173.0,38.0,35.45,14.0,800
2026-12,Maus Wireless,Vertrieb West,280,284.0,28.0,30.42,10.0,900
2026-07,Headset Business,Vertrieb Nord,120,112.0,75.0,79.93,32.0,1600
2026-07,Schreibtischlampe LED,Vertrieb Nord,180,172.0,38.0,34.87,14.0,800
2026-08,Tastatur Mechanisch,Vertrieb West,100,104.0,95.0,90.67,42.0,1800
2025-06,Schreibtisch Fix,Vertrieb Online,40,40.0,220.0,220.12,110.0,3500
2025-07,Tastatur Mechanisch,Vertrieb Online,100,97.0,95.0,87.58,42.0,1800
2026-02,Webcam HD,Vertrieb Ost,140,121.0,55.0,55.86,22.0,1100
2026-02,Schreibtischlampe LED,Vertrieb Ost,180,175.0,38.0,42.31,14.0,800
2026-03,Webcam HD,Vertrieb Sued,140,151.0,55.0,58.05,22.0,1100
2026-10,Monitor 27 Zoll,Vertrieb Sued,60,63.0,280.0,286.64,160.0,4000
2025-12,Maus Wireless,Vertrieb West,280,265.0,28.0,29.44,10.0,900
2025-02,Buerostuhl Ergonomic,Vertrieb West,18,16.0,550.0,536.3,290.0,7000
2026-05,Maus Wireless,Vertrieb Nord,280,293.0,28.0,27.56,10.0,900
2025-03,Schreibtisch Elektrisch,Vertrieb West,18,17.0,650.0,642.18,380.0,8000
2026-03,Buerostuhl Premium,Vertrieb Sued,30,29.0,350.0,334.26,180.0,6000
2025-04,Schreibtisch Elektrisch,Vertrieb Sued,18,19.0,650.0,655.07,380.0,8000
2025-10,Buerostuhl Premium,Vertrieb Nord,30,26.0,350.0,340.1,180.0,6000
2026-06,Schreibtischlampe LED,Vertrieb Online,180,194.0,38.0,37.68,14.0,800
2025-08,Schreibtischlampe LED,Vertrieb Nord,180,181.0,38.0,39.14,14.0,800
2026-04,Buerostuhl Premium,Vertrieb West,30,32.0,350.0,359.46,180.0,6000
2026-09,Buerostuhl Basic,Vertrieb Nord,80,74.0,120.0,107.64,70.0,3000
2026-04,Tastatur Wireless,Vertrieb Online,240,271.0,45.0,44.91,18.0,1200
2026-10,Tastatur Wireless,Vertrieb Nord,240,223.0,45.0,44.65,18.0,1200
2025-02,Buerostuhl Ergonomic,Vertrieb Nord,18,21.0,550.0,607.43,290.0,7000
2025-12,Webcam HD,Vertrieb Sued,140,144.0,55.0,56.9,22.0,1100
2026-11,Schreibtisch Fix,Vertrieb Online,40,39.0,220.0,219.17,110.0,3500
2025-06,Buerostuhl Ergonomic,Vertrieb Nord,18,18.0,550.0,571.15,290.0,7000
2026-08,Dockingstation USB-C,Vertrieb Sued,76,,140.0,139.56,65.0,2200
2026-11,Buerostuhl Basic,Vertrieb Online,80,72.0,120.0,117.92,70.0,3000
2026-02,Tastatur Mechanisch,Vertrieb Nord,100,102.0,95.0,93.73,42.0,1800
2026-02,Buerostuhl Basic,Vertrieb Nord,80,93.0,120.0,123.68,70.0,3000
2025-10,Tastatur Wireless,Vertrieb Sued,240,216.0,45.0,45.13,18.0,1200
2026-05,Buerostuhl Premium,Vertrieb Nord,30,32.0,350.0,347.54,180.0,6000
2025-11,Buerostuhl Ergonomic,Vertrieb Ost,18,19.0,550.0,563.39,290.0,7000
2025-10,Schreibtischlampe LED,Vertrieb Sued,180,170.0,38.0,35.93,14.0,800
2025-09,Tastatur Mechanisch,Vertrieb Online,100,94.0,95.0,95.34,42.0,1800
2026-05,Monitor 27 Zoll,Vertrieb Online,60,62.0,280.0,293.6,160.0,4000
2025-11,Schreibtisch Fix,Vertrieb Online,40,38.0,220.0,210.13,110.0,3500
2026-05,Webcam HD,Vertrieb Ost,140,151.0,55.0,54.22,22.0,1100
2026-07,Buerostuhl Basic,Vertrieb Ost,80,75.0,120.0,122.19,70.0,3000
2026-02,Monitor 32 Zoll Curved,Vertrieb Sued,24,23.0,480.0,465.72,270.0,5000
2025-03,Buerostuhl Premium,Vertrieb Ost,30,24.0,350.0,350.72,180.0,6000
2026-07,Tastatur Wireless,Vertrieb West,240,250.0,45.0,46.29,18.0,1200
2026-08,Maus Wireless,Vertrieb Online,280,220.0,28.0,28.53,10.0,900
2025-09,Tastatur Mechanisch,Vertrieb West,100,105.0,95.0,94.08,42.0,1800
2025-07,Monitor 27 Zoll,Vertrieb Ost,60,60.0,280.0,280.12,160.0,4000
2026-08,Tastatur Wireless,Vertrieb Sued,240,250.0,45.0,42.01,18.0,1200
2026-12,Buerostuhl Basic,Vertrieb Nord,80,2376.0,120.0,114.36,70.0,3000
2026-10,Tastatur Mechanisch,Vertrieb West,100,96.0,95.0,100.78,42.0,1800
2025-05,Dockingstation USB-C,Vertrieb Sued,76,82.0,140.0,131.28,65.0,2200
2026-02,Maus Wireless,Vertrieb Ost,280,303.0,28.0,30.21,10.0,900
2025-12,Buerostuhl Premium,Vertrieb Sued,30,35.0,350.0,342.63,180.0,6000
2026-04,Webcam HD,Vertrieb Nord,140,166.0,55.0,57.23,22.0,1100
2026-08,Monitor 27 Zoll,Vertrieb Online,60,51.0,280.0,281.44,160.0,4000
2025-02,Schreibtisch Fix,Vertrieb West,40,33.0,220.0,231.23,110.0,3500
2026-05,Headset Business,Vertrieb West,120,145.0,75.0,74.44,32.0,1600
2025-10,Buerostuhl Premium,Vertrieb Sued,30,30.0,350.0,370.82,180.0,6000
2026-04,Monitor 32 Zoll Curved,Vertrieb Nord,24,21.0,480.0,461.65,270.0,5000
2026-03,Headset Business,Vertrieb West,120,119.0,75.0,-74.06,32.0,1600
2026-08,Tastatur Mechanisch,Vertrieb Sued,100,88.0,95.0,90.01,42.0,1800
2025-09,Monitor 24 Zoll,Vertrieb Sued,70,61.0,180.0,170.61,100.0,2500
2026-01,Tastatur Wireless,Vertrieb Sued,240,194.0,45.0,49.31,18.0,1200
2026-01,Webcam HD,Vertrieb West,140,131.0,55.0,52.92,22.0,1100
2025-04,Schreibtischlampe LED,Vertrieb Sued,180,183.0,38.0,38.22,14.0,800
2025-06,Headset Business,Vertrieb Nord,120,132.0,75.0,74.32,32.0,1600
2026-01,Maus Wireless,Vertrieb Ost,280,276.0,28.0,26.88,10.0,900
2026-10,Buerostuhl Basic,Vertrieb Sued,80,80.0,120.0,125.13,70.0,3000
2026-03,Webcam HD,Vertrieb Nord,140,149.0,55.0,59.74,22.0,1100
2025-06,Schreibtisch Elektrisch,Vertrieb Online,18,19.0,650.0,693.68,380.0,8000
2025-09,Schreibtischlampe LED,Vertrieb Online,180,168.0,38.0,38.23,14.0,800
2026-09,Maus Wireless,Vertrieb Nord,280,295.0,28.0,28.54,10.0,900
2025-02,Dockingstation USB-C,Vertrieb Ost,76,75.0,140.0,138.36,65.0,2200
2025-05,Buerostuhl Ergonomic,Vertrieb Nord,18,20.0,550.0,608.09,290.0,7000
2025-12,Dockingstation USB-C,Vertrieb Sued,76,92.0,140.0,157.94,65.0,2200
2026-11,Headset Business,Vertrieb Online,120,105.0,75.0,70.84,32.0,1600
2026-05,Tastatur Mechanisch,Vertrieb Ost,100,85.0,95.0,98.27,42.0,1800
2026-05,Tastatur Mechanisch,Vertrieb West,100,106.0,95.0,99.74,42.0,1800
2026-04,Monitor 24 Zoll,Vertrieb West,70,61.0,180.0,184.13,100.0,2500
2025-10,Monitor 24 Zoll,Vertrieb Nord,70,81.0,180.0,173.11,100.0,2500
2025-04,Schreibtischlampe LED,Vertrieb West,180,173.0,38.0,39.39,14.0,800
2026-10,Monitor 27 Zoll,Vertrieb Ost,60,70.0,280.0,283.91,160.0,4000
2026-04,Buerostuhl Ergonomic,Vertrieb Nord,18,18.0,550.0,558.32,290.0,7000
2025-08,Schreibtisch Elektrisch,Vertrieb Online,18,15.0,650.0,634.02,380.0,8000
2026-03,Tastatur Wireless,Vertrieb Sued,240,226.0,45.0,46.86,18.0,1200
2026-09,Tastatur Wireless,Vertrieb West,240,220.0,45.0,44.78,18.0,1200
2026-07,Schreibtisch Fix,Vertrieb West,40,38.0,220.0,213.5,110.0,3500
2026-12,Monitor 24 Zoll,Vertrieb Online,70,70.0,180.0,196.6,100.0,2500
2026-06,Buerostuhl Basic,Vertrieb Nord,80,81.0,120.0,118.34,70.0,3000
2026-04,Monitor 24 Zoll,Vertrieb Ost,70,76.0,180.0,173.27,100.0,2500
2025-02,Headset Business,Vertrieb Sued,120,98.0,75.0,79.35,32.0,1600
2026-02,Monitor 27 Zoll,Vertrieb Nord,60,58.0,280.0,295.42,160.0,4000
2026-04,Maus Wireless,Vertrieb Ost,280,273.0,28.0,26.48,10.0,900
2025-03,Monitor 32 Zoll Curved,Vertrieb West,24,22.0,480.0,478.77,270.0,5000
2026-06,Dockingstation USB-C,Vertrieb Ost,76,83.0,140.0,134.6,65.0,2200
2026-05,Monitor 32 Zoll Curved,Vertrieb Ost,24,24.0,480.0,457.93,270.0,5000
2026-07,Webcam HD,Vertrieb Online,140,173.0,55.0,54.31,22.0,1100
2025-03,Monitor 24 Zoll,Vertrieb Nord,70,61.0,180.0,172.85,100.0,2500
2026-08,Schreibtisch Elektrisch,Vertrieb Sued,18,18.0,650.0,658.45,380.0,8000
2025-01,Schreibtischlampe LED,Vertrieb West,180,186.0,38.0,39.42,14.0,800
2025-09,Dockingstation USB-C,Vertrieb Online,76,72.0,140.0,137.8,65.0,2200
2025-11,Buerostuhl Ergonomic,Vertrieb Online,18,17.0,550.0,574.43,290.0,7000
2025-10,Monitor 24 Zoll,Vertrieb West,70,79.0,180.0,166.17,100.0,2500
2026-08,Dockingstation USB-C,Vertrieb Online,76,65.0,140.0,135.52,65.0,2200
2026-01,Schreibtischlampe LED,Vertrieb West,180,186.0,38.0,36.6,14.0,800
2026-09,Monitor 27 Zoll,Vertrieb Sued,60,68.0,280.0,276.18,160.0,4000
2025-07,Dockingstation USB-C,Vertrieb Nord,76,59.0,140.0,136.09,65.0,2200
2025-11,Tastatur Mechanisch,Vertrieb Nord,100,117.0,95.0,94.49,42.0,1800
2025-09,Buerostuhl Basic,Vertrieb Nord,80,79.0,120.0,119.78,70.0,3000
2026-02,Headset Business,Vertrieb Online,120,98.0,75.0,74.43,32.0,1600
2026-11,Tastatur Wireless,Vertrieb Ost,240,231.0,45.0,42.96,18.0,1200
2026-10,Headset Business,Vertrieb Nord,120,110.0,75.0,68.26,32.0,1600
2025-07,Webcam HD,Vertrieb Ost,140,129.0,55.0,52.7,22.0,1100
2025-08,Schreibtisch Elektrisch,Vertrieb Nord,18,23.0,650.0,637.65,380.0,8000
2025-04,Headset Business,Vertrieb Nord,120,135.0,75.0,73.41,32.0,1600
2025-04,Maus Wireless,Vertrieb Ost,280,269.0,28.0,29.17,10.0,900
2025-06,Schreibtisch Fix,Vertrieb Sued,40,39.0,220.0,209.62,110.0,3500
2025-06,Dockingstation USB-C,Vertrieb Sued,76,81.0,140.0,140.14,65.0,2200
2026-11,Maus Wireless,Vertrieb Ost,280,254.0,28.0,30.42,10.0,900
2025-06,Dockingstation USB-C,Vertrieb Ost,76,81.0,140.0,133.12,65.0,2200
2025-11,Webcam HD,Vertrieb West,140,145.0,55.0,60.33,22.0,1100
2025-06,Webcam HD,Vertrieb West,140,169.0,55.0,56.2,22.0,1100
2025-07,Schreibtischlampe LED,Vertrieb West,180,185.0,38.0,41.46,14.0,800
2025-02,Buerostuhl Premium,Vertrieb West,30,29.0,350.0,334.99,180.0,6000
2025-01,Schreibtisch Fix,Vertrieb West,40,39.0,220.0,221.5,110.0,3500
2026-12,Tastatur Wireless,Vertrieb Nord,240,226.0,45.0,46.45,18.0,1200
2025-01,Dockingstation USB-C,Vertrieb West,76,79.0,140.0,139.45,65.0,2200
2025-03,Monitor 27 Zoll,Vertrieb Nord,60,63.0,280.0,282.04,160.0,4000
2025-01,Monitor 27 Zoll,Vertrieb West,60,64.0,280.0,273.78,160.0,4000
2025-12,Schreibtisch Elektrisch,Vertrieb Sued,18,21.0,650.0,626.78,380.0,8000
2025-04,Dockingstation USB-C,Vertrieb Online,76,77.0,140.0,139.56,65.0,2200
2025-12,Monitor 24 Zoll,Vertrieb Ost,70,70.0,180.0,176.88,100.0,2500
2026-11,Headset Business,Vertrieb Sued,120,127.0,75.0,74.0,32.0,1600
2026-01,Schreibtisch Elektrisch,Vertrieb Ost,18,19.0,650.0,684.99,380.0,8000
2026-08,Monitor 24 Zoll,Vertrieb West,70,70.0,180.0,192.9,100.0,2500
2026-02,Schreibtisch Fix,Vertrieb Online,40,36.0,220.0,208.82,110.0,3500
2026-03,Monitor 24 Zoll,Vertrieb Ost,70,76.0,180.0,197.45,100.0,2500
2026-01,Monitor 24 Zoll,Vertrieb Nord,70,70.0,180.0,189.78,100.0,2500
2026-01,Monitor 27 Zoll,Vertrieb Ost,60,57.0,280.0,269.49,160.0,4000
2026-04,Headset Business,Vertrieb West,120,128.0,75.0,72.11,32.0,1600
2026-01,Monitor 27 Zoll,Vertrieb Sued,60,63.0,280.0,282.48,160.0,4000
2026-10,Schreibtisch Elektrisch,Vertrieb Sued,18,19.0,650.0,618.43,380.0,8000
2025-12,Webcam HD,Vertrieb West,140,146.0,55.0,47.82,22.0,1100
2026-12,Webcam HD,Vertrieb Nord,140,150.0,55.0,54.59,22.0,1100
2026-07,Monitor 27 Zoll,Vertrieb Ost,60,66.0,280.0,270.37,160.0,4000
2025-09,Monitor 32 Zoll Curved,Vertrieb Ost,24,22.0,480.0,485.49,270.0,5000
2025-07,Buerostuhl Ergonomic,Vertrieb Ost,18,22.0,550.0,511.86,290.0,7000
2025-05,Monitor 24 Zoll,Vertrieb West,70,62.0,180.0,180.74,100.0,2500
2026-10,Tastatur Mechanisch,Vertrieb Nord,100,101.0,95.0,97.53,42.0,1800
2026-08,Monitor 24 Zoll,Vertrieb Nord,70,72.0,180.0,184.69,100.0,2500
2025-07,Buerostuhl Basic,Vertrieb West,80,81.0,120.0,126.24,70.0,3000
2026-10,Webcam HD,Vertrieb Nord,140,158.0,55.0,54.39,22.0,1100
2025-02,Tastatur Wireless,Vertrieb West,240,262.0,45.0,41.74,18.0,1200
2026-03,Webcam HD,Vertrieb Ost,140,144.0,55.0,57.24,22.0,1100
2025-03,Maus Wireless,Vertrieb Nord,280,234.0,28.0,27.11,10.0,900
2026-01,Schreibtischlampe LED,Vertrieb Ost,180,174.0,38.0,38.67,14.0,800
2025-07,Buerostuhl Ergonomic,Vertrieb Nord,18,18.0,550.0,547.81,290.0,7000
2025-04,Maus Wireless,Vertrieb Sued,280,263.0,28.0,29.06,10.0,900
2026-07,Monitor 32 Zoll Curved,Vertrieb Sued,24,23.0,480.0,488.83,270.0,5000
2026-08,Schreibtischlampe LED,Vertrieb Sued,180,163.0,38.0,39.78,14.0,800
2025-12,Tastatur Mechanisch,Vertrieb Nord,100,97.0,95.0,101.7,42.0,1800
2025-11,Buerostuhl Basic,Vertrieb Ost,80,90.0,120.0,127.9,70.0,3000
2025-08,Monitor 32 Zoll Curved,Vertrieb Nord,24,20.0,480.0,479.37,270.0,5000
2026-08,Buerostuhl Ergonomic,Vertrieb Sued,18,16.0,550.0,509.86,290.0,7000
2026-12,Monitor 24 Zoll,Vertrieb West,70,71.0,180.0,178.29,100.0,2500
2026-12,Schreibtischlampe LED,Vertrieb West,180,212.0,38.0,39.32,14.0,800
2026-11,Schreibtisch Elektrisch,Vertrieb Nord,18,16.0,650.0,626.36,380.0,8000
2026-03,Monitor 24 Zoll,Vertrieb Online,70,74.0,180.0,180.79,100.0,2500
2026-05,Maus Wireless,Vertrieb Ost,280,305.0,28.0,28.59,10.0,900
2026-10,Monitor 24 Zoll,Vertrieb Online,70,62.0,180.0,157.45,100.0,2500
2026-10,Schreibtischlampe LED,Vertrieb Ost,180,196.0,38.0,39.31,14.0,800
2026-08,Buerostuhl Ergonomic,Vertrieb Ost,18,20.0,550.0,568.36,290.0,7000
2025-06,Tastatur Wireless,Vertrieb Ost,240,254.0,45.0,44.96,18.0,1200
2025-03,Tastatur Mechanisch,Vertrieb Online,100,100.0,95.0,98.45,42.0,1800
2026-01,Monitor 32 Zoll Curved,Vertrieb West,24,25.0,480.0,486.6,270.0,5000
2025-12,Headset Business,Vertrieb Ost,120,105.0,75.0,71.51,32.0,1600
2026-11,Dockingstation USB-C,Vertrieb Online,76,83.0,140.0,148.73,65.0,2200
2026-06,Monitor 24 Zoll,Vertrieb Online,70,80.0,180.0,171.67,100.0,2500
2025-03,Buerostuhl Ergonomic,Vertrieb Ost,18,18.0,550.0,582.02,290.0,7000
2025-07,Monitor 32 Zoll Curved,Vertrieb Online,24,25.0,480.0,470.6,270.0,5000
2025-09,Tastatur Mechanisch,Vertrieb Sued,100,74.0,95.0,96.81,42.0,1800
2025-01,Maus Wireless,Vertrieb Sued,280,272.0,28.0,31.81,10.0,900
2026-02,Schreibtisch Elektrisch,Vertrieb Online,18,14.0,650.0,633.01,380.0,8000
2025-10,Dockingstation USB-C,Vertrieb Online,76,83.0,140.0,139.78,65.0,2200
2026-09,Monitor 27 Zoll,Vertrieb West,60,68.0,280.0,263.48,160.0,4000
2025-04,Buerostuhl Ergonomic,Vertrieb Online,18,18.0,550.0,541.46,290.0,7000
2026-11,Monitor 27 Zoll,Vertrieb Sued,60,64.0,280.0,289.56,160.0,4000
2025-03,Buerostuhl Ergonomic,Vertrieb Sued,18,16.0,550.0,508.81,290.0,7000
2025-07,Tastatur Mechanisch,Vertrieb Ost,100,100.0,95.0,90.54,42.0,1800
2025-06,Dockingstation USB-C,Vertrieb West,76,87.0,140.0,137.9,65.0,2200
2025-12,Monitor 27 Zoll,Vertrieb Nord,60,52.0,280.0,281.81,160.0,4000
2025-04,Monitor 27 Zoll,Vertrieb Online,60,55.0,280.0,283.89,160.0,4000
2025-07,Schreibtischlampe LED,Vertrieb Ost,180,165.0,38.0,39.29,14.0,800
2026-12,Buerostuhl Ergonomic,Vertrieb Ost,18,19.0,550.0,535.98,290.0,7000
2025-12,Buerostuhl Ergonomic,Vertrieb Ost,18,14.0,550.0,559.44,290.0,7000
2025-03,Webcam HD,Vertrieb Nord,140,145.0,55.0,55.66,22.0,1100
2025-09,Monitor 24 Zoll,Vertrieb Online,70,79.0,180.0,168.24,100.0,2500
2025-06,Buerostuhl Basic,Vertrieb Sued,80,85.0,120.0,120.17,70.0,3000
2026-05,Schreibtisch Fix,Vertrieb West,40,48.0,220.0,-215.83,110.0,3500
2026-07,Schreibtisch Elektrisch,Vertrieb Online,18,18.0,650.0,659.32,380.0,8000
2025-12,Tastatur Wireless,Vertrieb West,240,226.0,45.0,44.47,18.0,1200
2025-08,Monitor 32 Zoll Curved,Vertrieb West,24,21.0,480.0,480.62,270.0,5000
2025-09,Buerostuhl Premium,Vertrieb Nord,30,27.0,350.0,335.92,180.0,6000
2026-12,Buerostuhl Basic,Vertrieb Online,80,69.0,120.0,130.68,70.0,3000
2025-12,Buerostuhl Basic,Vertrieb Nord,80,79.0,120.0,113.94,70.0,3000
2025-06,Schreibtisch Elektrisch,Vertrieb West,18,17.0,650.0,613.13,380.0,8000
2026-06,Buerostuhl Premium,Vertrieb Online,30,34.0,350.0,342.35,180.0,6000
2026-01,Webcam HD,Vertrieb Nord,140,127.0,55.0,52.52,22.0,1100
2025-04,Tastatur Mechanisch,Vertrieb West,100,90.0,95.0,93.73,42.0,1800
2026-02,Dockingstation USB-C,Vertrieb Ost,76,87.0,140.0,134.15,65.0,2200
2025-08,Buerostuhl Basic,Vertrieb West,80,90.0,120.0,140.49,70.0,3000
2026-11,Tastatur Mechanisch,Vertrieb Sued,100,90.0,95.0,93.75,42.0,1800
2025-12,Monitor 27 Zoll,Vertrieb Ost,60,69.0,280.0,286.61,160.0,4000
2025-03,Buerostuhl Ergonomic,Vertrieb West,18,19.0,550.0,535.2,290.0,7000
2025-09,Monitor 27 Zoll,Vertrieb Sued,60,61.0,280.0,293.36,160.0,4000
2025-06,Tastatur Wireless,Vertrieb West,240,231.0,45.0,39.39,18.0,1200
2025-04,Buerostuhl Ergonomic,Vertrieb West,18,20.0,550.0,552.35,290.0,7000
2025-04,Buerostuhl Basic,Vertrieb Sued,80,92.0,120.0,125.3,70.0,3000
2026-10,Buerostuhl Basic,Vertrieb West,80,65.0,120.0,116.5,70.0,3000
2025-02,Monitor 32 Zoll Curved,Vertrieb Sued,24,24.0,480.0,486.3,270.0,5000
2025-07,Monitor 27 Zoll,Vertrieb Online,60,67.0,280.0,252.4,160.0,4000
2025-02,Schreibtisch Elektrisch,Vertrieb Online,18,18.0,650.0,693.05,380.0,8000
2026-09,Monitor 27 Zoll,Vertrieb Online,60,57.0,280.0,284.96,160.0,4000
2026-04,Tastatur Mechanisch,Vertrieb Online,100,106.0,95.0,91.36,42.0,1800
2026-03,Webcam HD,Vertrieb Online,140,128.0,55.0,52.2,22.0,1100
2026-07,Dockingstation USB-C,Vertrieb Online,76,81.0,140.0,138.16,65.0,2200
2025-03,Maus Wireless,Vertrieb Ost,280,299.0,28.0,29.98,10.0,900
2025-01,Dockingstation USB-C,Vertrieb Ost,76,69.0,140.0,148.27,65.0,2200
2025-02,Buerostuhl Basic,Vertrieb Sued,80,92.0,120.0,129.77,70.0,3000
2025-08,Buerostuhl Ergonomic,Vertrieb Online,18,17.0,550.0,535.18,290.0,7000
2025-08,Headset Business,Vertrieb Ost,120,115.0,75.0,76.77,32.0,1600
2026-07,Dockingstation USB-C,Vertrieb Nord,76,73.0,140.0,144.14,65.0,2200
2026-08,Dockingstation USB-C,Vertrieb Nord,76,76.0,140.0,145.4,65.0,2200
2026-06,Monitor 32 Zoll Curved,Vertrieb Nord,24,18.0,480.0,486.54,270.0,5000
2026-08,Maus Wireless,Vertrieb Sued,280,310.0,28.0,26.31,10.0,900
2026-02,Monitor 27 Zoll,Vertrieb West,60,60.0,280.0,273.85,160.0,4000
2025-05,Buerostuhl Basic,Vertrieb Sued,80,71.0,120.0,113.27,70.0,3000
2025-03,Dockingstation USB-C,Vertrieb West,76,82.0,140.0,142.58,65.0,2200
2026-06,Tastatur Mechanisch,Vertrieb West,100,96.0,95.0,95.43,42.0,1800
2025-09,Maus Wireless,Vertrieb Ost,280,258.0,28.0,28.78,10.0,900
2025-09,Dockingstation USB-C,Vertrieb West,76,83.0,140.0,136.87,65.0,2200
2025-10,Schreibtischlampe LED,Vertrieb Nord,180,174.0,38.0,37.32,14.0,800
2025-04,Buerostuhl Premium,Vertrieb West,30,27.0,350.0,346.14,180.0,6000
2026-05,Monitor 24 Zoll,Vertrieb Online,70,82.0,180.0,176.75,100.0,2500
2026-04,Schreibtisch Elektrisch,Vertrieb Nord,18,16.0,650.0,647.74,380.0,8000
2026-02,Maus Wireless,Vertrieb Online,280,276.0,28.0,27.82,10.0,900
2026-03,Maus Wireless,Vertrieb Sued,280,313.0,28.0,26.83,10.0,900
2025-07,Tastatur Wireless,Vertrieb Sued,240,270.0,45.0,45.93,18.0,1200
2026-02,Schreibtisch Elektrisch,Vertrieb Nord,18,20.0,650.0,632.93,380.0,8000
2026-06,Schreibtischlampe LED,Vertrieb Nord,180,129.0,38.0,35.04,14.0,800
2025-08,Buerostuhl Basic,Vertrieb Sued,80,81.0,120.0,124.36,70.0,3000
2026-07,Monitor 32 Zoll Curved,Vertrieb West,24,20.0,480.0,476.94,270.0,5000
2026-10,Maus Wireless,Vertrieb Online,280,285.0,28.0,25.42,10.0,900
2025-03,Maus Wireless,Vertrieb Sued,280,275.0,28.0,26.88,10.0,900
2026-12,Schreibtischlampe LED,Vertrieb Nord,180,173.0,38.0,36.58,14.0,800
2026-01,Buerostuhl Ergonomic,Vertrieb Ost,18,19.0,550.0,551.19,290.0,7000
2026-08,Monitor 24 Zoll,Vertrieb Sued,70,72.0,180.0,178.02,100.0,2500
2025-01,Tastatur Wireless,Vertrieb Sued,240,221.0,45.0,50.41,18.0,1200
2026-09,Dockingstation USB-C,Vertrieb Ost,76,94.0,140.0,154.02,65.0,2200
2025-10,Monitor 24 Zoll,Vertrieb Online,70,76.0,180.0,186.45,100.0,2500
2026-08,Dockingstation USB-C,Vertrieb West,76,84.0,140.0,134.81,65.0,2200
2025-07,Buerostuhl Premium,Vertrieb Sued,30,24.0,350.0,323.69,180.0,6000
2025-08,Webcam HD,Vertrieb Online,140,136.0,55.0,57.9,22.0,1100
2026-07,Schreibtisch Elektrisch,Vertrieb Nord,18,21.0,650.0,656.92,380.0,8000
2025-02,Monitor 32 Zoll Curved,Vertrieb Nord,24,24.0,480.0,451.17,270.0,5000
2026-06,Schreibtisch Fix,Vertrieb Sued,40,41.0,220.0,201.5,110.0,3500
2026-03,Monitor 32 Zoll Curved,Vertrieb West,24,29.0,480.0,451.96,270.0,5000
2026-12,Monitor 24 Zoll,Vertrieb Nord,70,65.0,180.0,185.07,100.0,2500
2025-01,Schreibtisch Elektrisch,Vertrieb Nord,18,20.0,650.0,677.1,380.0,8000
2026-07,Headset Business,Vertrieb Sued,120,112.0,75.0,70.57,32.0,1600
2025-02,Monitor 27 Zoll,Vertrieb Nord,60,60.0,280.0,263.42,160.0,4000
2025-01,Buerostuhl Basic,Vertrieb Ost,80,82.0,120.0,119.92,70.0,3000
2026-05,Monitor 32 Zoll Curved,Vertrieb Nord,24,23.0,480.0,464.68,270.0,5000
2025-04,Tastatur Wireless,Vertrieb Online,240,246.0,45.0,43.4,18.0,1200
2025-03,Headset Business,Vertrieb Nord,120,117.0,75.0,79.41,32.0,1600
2026-09,Tastatur Wireless,Vertrieb Nord,240,252.0,45.0,42.73,18.0,1200
2025-12,Tastatur Mechanisch,Vertrieb West,100,109.0,95.0,91.73,42.0,1800
2025-03,Tastatur Wireless,Vertrieb Sued,240,205.0,45.0,44.28,18.0,1200
2026-12,Schreibtischlampe LED,Vertrieb Ost,180,173.0,38.0,39.26,14.0,800
2026-03,Buerostuhl Premium,Vertrieb Ost,30,26.0,350.0,338.02,180.0,6000
2026-02,Schreibtisch Fix,Vertrieb West,40,36.0,220.0,209.7,110.0,3500
2025-07,Schreibtisch Fix,Vertrieb Nord,40,42.0,220.0,225.4,110.0,3500
2025-09,Buerostuhl Basic,Vertrieb Online,80,81.0,120.0,124.21,70.0,3000
2026-04,Dockingstation USB-C,Vertrieb Nord,76,97.0,140.0,138.17,65.0,2200
2026-08,Monitor 32 Zoll Curved,Vertrieb Nord,24,24.0,480.0,479.47,270.0,5000
2025-08,Dockingstation USB-C,Vertrieb Ost,76,73.0,140.0,133.46,65.0,2200
2025-10,Monitor 27 Zoll,Vertrieb West,60,63.0,280.0,274.63,160.0,4000
2026-07,Buerostuhl Basic,Vertrieb West,80,76.0,120.0,124.29,70.0,3000
2026-04,Monitor 32 Zoll Curved,Vertrieb Sued,24,25.0,480.0,469.32,270.0,5000
2026-11,Schreibtisch Fix,Vertrieb Nord,40,37.0,220.0,227.45,110.0,3500
2025-09,Dockingstation USB-C,Vertrieb Sued,76,80.0,140.0,146.13,65.0,2200
2026-10,Tastatur Wireless,Vertrieb Online,240,278.0,45.0,43.88,18.0,1200
2026-12,Schreibtisch Elektrisch,Vertrieb Online,18,20.0,650.0,614.54,380.0,8000
2025-05,Schreibtisch Elektrisch,Vertrieb Ost,18,18.0,650.0,703.77,380.0,8000
2025-10,Dockingstation USB-C,Vertrieb Sued,76,77.0,140.0,149.53,65.0,2200
2025-11,Maus Wireless,Vertrieb Sued,280,278.0,28.0,28.45,10.0,900
2026-05,Tastatur Mechanisch,Vertrieb Sued,100,87.0,95.0,91.7,42.0,1800
2026-08,Monitor 32 Zoll Curved,Vertrieb West,24,28.0,480.0,446.17,270.0,5000
